Seq No,intnum,persnum,age,educatn,earnings,hours,kids,married,kidsNew,marriedNew
4084,7524,2,43,10.0,0,0,5,married,k2,m1
4085,7527,1,46,9.0,13000,424,4,never married,k2,m2
4086,7528,1,33,14.0,4060,880,1,never married,k1,m2
4087,7531,2,31,12.0,0,0,3,married,k2,m1
4088,7533,2,30,10.0,14000,1560,4,married,k2,m1
4089,7535,1,41,12.0,0,0,2,separated,k1,m2
4090,7537,2,36,4.0,23000,2808,4,married,k2,m1
4091,7539,2,35,12.0,20000,1855,2,married,k1,m1
4093,7544,2,33,9.0,5000,500,1,married,k1,m1
4094,7547,4,33,13.0,4000,537,2,divorced,k1,m2
4095,7552,1,38,8.0,800,120,4,divorced,k2,m2
4096,7554,2,44,6.0,0,0,2,never married,k1,m2
4097,7558,2,36,14.0,53000,1840,1,married,k1,m1
4098,7560,2,37,14.0,0,0,2,married,k1,m1
4099,7561,2,38,4.0,11000,210,5,married,k2,m1
4100,7564,2,44,15.0,27309,2040,2,married,k1,m1
4101,7566,2,39,16.0,15000,1482,3,married,k2,m1
4102,7570,3,42,13.0,29000,1952,1,separated,k1,m2
4103,7577,1,38,8.0,0,0,4,never married,k2,m2
4104,7578,1,45,12.0,38300,386,2,divorced,k1,m2
4105,7582,2,35,14.0,6000,1050,2,married,k1,m1
4106,7585,170,39,16.0,16000,2340,2,divorced,k1,m2
4107,7590,2,30,12.0,0,0,3,married,k2,m1
4108,7591,2,49,6.0,0,0,5,married,k2,m1
4109,7592,2,32,9.0,0,0,3,married,k2,m1
4111,7598,2,44,6.0,11000,268,2,married,k1,m1
4112,7601,2,35,9.0,22000,1715,3,married,k2,m1
4113,7605,1,44,8.0,10500,1715,3,separated,k2,m2
4114,7607,2,36,14.0,25000,1633,1,separated,k1,m2
4115,7608,2,48,12.0,7000,960,3,married,k2,m1
4116,7609,2,37,6.0,0,0,3,married,k2,m1
4117,7610,2,45,5.0,0,0,4,married,k2,m1
4118,7611,2,32,12.0,19000,1880,4,married,k2,m1
4119,7612,2,33,7.0,0,0,4,married,k2,m1
4120,7613,2,33,6.0,0,0,3,married,k2,m1
4121,7613,5,35,5.0,900,143,2,widowed,k1,m2
4122,7614,1,42,16.0,14000,280,1,divorced,k1,m2
4123,7614,170,35,0.0,0,0,0,never married,k1,m2
4124,7615,2,32,13.0,14000,1664,1,married,k1,m1
4125,7616,1,35,9.0,0,0,1,divorced,k1,m2
4126,7617,2,37,11.0,1000,693,2,never married,k1,m2
4127,7618,2,40,6.0,0,0,4,married,k2,m1
4128,7618,170,33,12.0,2000,1200,0,never married,k1,m2
4129,7625,1,46,15.0,32000,4048,1,separated,k1,m2
4131,7629,1,43,2.0,12622,1300,2,never married,k1,m2
4132,7630,2,33,15.0,0,0,1,married,k1,m1
4133,7631,2,42,14.0,6750,832,2,married,k1,m1
4134,7633,2,35,16.0,0,0,1,married,k1,m1
4135,7635,2,33,12.0,18000,1990,2,never married,k1,m2
4136,7636,2,44,12.0,0,0,2,divorced,k1,m2
4137,7640,1,33,12.0,12207,2647,2,separated,k1,m2
4138,7643,1,45,11.0,0,0,2,divorced,k1,m2
4139,7645,2,43,5.0,0,0,3,never married,k2,m2
4140,7646,2,47,5.0,6500,988,4,married,k2,m1
4141,7647,170,33,10.0,0,0,2,divorced,k1,m2
4142,7648,2,35,16.0,37000,1840,2,married,k1,m1
4144,7654,1,40,12.0,30000,2080,0,never married,k1,m2
4145,7655,1,43,13.0,1400,130,2,married,k1,m1
4146,7656,2,39,6.0,20000,2107,3,married,k2,m1
4148,7661,1,48,13.0,15000,2500,1,never married,k1,m2
4150,7663,2,38,12.0,20000,1944,1,married,k1,m1
4151,7667,1,31,12.0,1000,54,3,separated,k2,m2
4152,7672,2,39,12.0,10000,1383,2,married,k1,m1
4153,7673,2,42,6.0,0,0,3,married,k2,m1
4154,7677,2,38,3.0,16102,2040,4,married,k2,m1
4155,7679,3,33,12.0,0,0,3,married,k2,m1
4156,7680,2,50,12.0,2000,1710,3,married,k2,m1
4157,7680,171,33,14.0,19782,1407,1,never married,k1,m2
4158,7684,2,36,14.0,7000,520,2,married,k1,m1
4159,7685,1,38,13.0,8000,1610,4,divorced,k2,m2
4160,7689,2,45,8.0,11000,1714,2,married,k1,m1
4162,7691,2,43,12.0,4000,832,3,married,k2,m1
4165,7696,1,47,11.0,0,0,6,widowed,k2,m2
4166,7697,2,33,13.0,16000,2040,4,married,k2,m1
4167,7698,170,39,17.0,32500,1395,4,widowed,k2,m2
4168,7700,2,47,12.0,11000,1786,3,divorced,k2,m2
4169,7701,2,35,12.0,7000,1588,3,married,k2,m1
4170,7702,2,44,16.0,7000,658,3,married,k2,m1
4171,7704,2,39,13.0,8500,1800,5,married,k2,m1
4172,7706,2,35,14.0,0,0,5,married,k2,m1
4173,7706,171,35,12.0,15000,2080,1,married,k1,m1
4174,7710,2,47,12.0,11000,2014,3,married,k2,m1
4175,7711,171,46,12.0,19000,2080,1,divorced,k1,m2
4176,7715,2,33,15.0,5440,1728,2,married,k1,m1
4177,7716,2,30,6.0,5850,1560,1,married,k1,m1
4178,7717,2,35,2.0,10000,1820,2,never married,k1,m2
4179,7721,1,34,12.0,9360,1300,0,divorced,k1,m2
4180,7723,2,33,12.0,32000,2130,2,married,k1,m1
4181,7726,2,50,12.0,0,0,2,married,k1,m1
4182,7727,172,31,16.0,28000,2000,0,married,k1,m1
4183,7730,2,31,12.0,14000,1920,1,widowed,k1,m2
4184,7731,2,32,12.0,32000,2080,2,married,k1,m1
4185,7732,2,30,9.0,0,0,2,married,k1,m1
4186,7734,2,32,8.0,0,0,2,separated,k1,m2
4188,7737,2,35,13.0,0,0,2,married,k1,m1
4189,7739,2,34,12.0,14000,2448,2,married,k1,m1
4190,7742,1,45,12.0,31924,2600,1,separated,k1,m2
4191,7743,2,43,12.0,9760,2340,2,married,k1,m1
4193,7745,1,35,16.0,9700,1500,1,divorced,k1,m2
4194,7749,2,34,12.0,15500,2016,3,married,k2,m1
4195,7751,3,30,12.0,24000,1960,0,never married,k1,m2
4196,7755,2,38,11.0,0,0,3,married,k2,m1
4197,7756,2,33,11.0,0,0,5,married,k2,m1
4198,7757,2,30,12.0,14000,2024,1,married,k1,m1
4199,7758,2,38,13.0,2000,307,2,divorced,k1,m2
4200,7759,2,35,12.0,30000,2300,5,married,k2,m1
4201,7762,1,46,5.0,16200,2000,4,separated,k2,m2
4202,7768,2,31,3.0,500,72,4,never married,k2,m2
4203,7770,2,40,11.0,10000,1960,3,married,k2,m1
4204,7772,3,33,15.0,0,0,1,never married,k1,m2
4205,7774,2,46,6.0,14500,1960,4,married,k2,m1
4206,7776,1,46,12.0,0,0,2,separated,k1,m2
4207,7777,1,43,12.0,0,0,2,separated,k1,m2
4208,7785,1,46,15.0,26000,1780,0,never married,k1,m2
4209,7791,2,40,12.0,7500,1512,2,married,k1,m1
4210,7792,1,41,17.0,36000,1922,1,divorced,k1,m2
4211,7793,1,50,10.0,19000,1700,3,divorced,k2,m2
4212,7794,2,50,3.0,9000,1200,3,married,k2,m1
4213,7799,1,31,11.0,9000,2068,2,never married,k1,m2
4214,7804,2,36,3.0,10000,2438,5,married,k2,m1
4215,7806,1,41,12.0,0,0,3,divorced,k2,m2
4216,7807,3,35,12.0,35000,2080,0,never married,k1,m2
4217,7809,1,32,11.0,0,0,4,never married,k2,m2
4218,7817,2,50,6.0,0,0,1,married,k1,m1
4219,7819,170,33,0.0,0,0,1,divorced,k1,m2
4220,7824,2,30,11.0,0,0,4,married,k2,m1
4221,7825,2,31,14.0,25000,1776,3,married,k2,m1
4222,7826,2,30,9.0,1100,676,2,widowed,k1,m2
4223,7829,1,31,14.0,0,0,2,never married,k1,m2
4224,7830,1,38,14.0,15000,402,1,never married,k1,m2
4225,7831,3,31,16.0,0,0,1,divorced,k1,m2
4226,7834,2,45,14.0,6000,2000,0,never married,k1,m2
4227,7837,2,30,12.0,2000,733,1,married,k1,m1
4228,7838,2,31,12.0,12000,1846,3,divorced,k2,m2
4229,7839,1,49,12.0,0,0,3,divorced,k2,m2
4230,7842,2,39,13.0,0,0,3,married,k2,m1
4231,7843,1,47,8.0,0,0,6,never married,k2,m2
4232,7846,2,41,5.0,0,0,8,married,k2,m1
4233,7853,2,36,9.0,0,0,6,never married,k2,m2
4234,7857,2,42,12.0,18000,2470,2,married,k1,m1
4235,7860,2,48,9.0,0,0,3,married,k2,m1
4236,7865,170,32,8.0,0,0,1,married,k1,m1
4237,7866,2,39,17.0,0,0,2,married,k1,m1
4238,7867,4,32,12.0,23500,1750,2,separated,k1,m2
4239,7868,172,34,12.0,0,0,2,divorced,k1,m2
4240,7869,2,30,9.0,10000,2090,3,married,k2,m1
4241,7872,2,40,6.0,6000,1920,3,married,k2,m1
4242,7875,1,37,14.0,30000,1645,1,separated,k1,m2
4243,7878,2,31,12.0,2100,1146,2,married,k1,m1
4244,7880,170,31,14.0,27000,2232,0,married,k1,m1
4245,7882,2,33,9.0,7000,962,1,married,k1,m1
4246,7883,2,45,9.0,15182,1890,4,divorced,k2,m2
4247,7884,2,31,13.0,0,827,1,married,k1,m1
4248,7885,2,48,12.0,23400,2060,1,married,k1,m1
4249,7885,170,30,16.0,50000,1848,2,married,k1,m1
4250,7887,2,35,17.0,32000,1496,2,married,k1,m1
4251,7890,2,45,8.0,0,0,4,married,k2,m1
4252,7891,2,42,12.0,0,0,3,married,k2,m1
4253,7894,2,44,12.0,0,0,3,married,k2,m1
4254,7897,3,30,4.0,0,0,2,married,k1,m1
4256,7899,2,46,0.0,0,0,3,married,k2,m1
4257,7902,2,42,12.0,3000,1300,2,married,k1,m1
4258,7903,2,31,6.0,15000,1764,4,married,k2,m1
4260,7907,2,33,17.0,31500,1598,2,married,k1,m1
4261,7908,170,39,12.0,0,0,1,divorced,k1,m2
4262,7910,1,34,12.0,0,0,2,divorced,k1,m2
4263,7914,2,45,2.0,12000,1891,7,married,k2,m1
4264,7917,2,33,12.0,200,2080,2,married,k1,m1
4265,7918,2,34,12.0,17000,1942,2,married,k1,m1
4266,7922,2,42,13.0,18000,2000,2,married,k1,m1
4267,7924,2,39,6.0,0,0,5,married,k2,m1
4268,7926,2,37,7.0,0,0,7,never married,k2,m2
4269,7927,2,49,9.0,0,0,4,married,k2,m1
4270,7928,2,40,16.0,20000,1880,2,married,k1,m1
4271,7931,2,43,6.0,8200,785,3,married,k2,m1
4272,7932,2,35,15.0,26011,1850,2,married,k1,m1
4273,7933,2,45,12.0,0,0,1,married,k1,m1
4274,7934,2,37,9.0,0,0,2,married,k1,m1
4275,7938,2,34,13.0,8580,1087,2,married,k1,m1
4276,7939,2,41,6.0,0,0,3,married,k2,m1
4277,7944,2,37,12.0,7000,1387,3,married,k2,m1
4279,7946,1,36,16.0,0,0,3,separated,k2,m2
4280,7949,2,40,6.0,0,0,2,married,k1,m1
4281,7951,2,32,6.0,12000,2600,3,married,k2,m1
4282,7952,1,50,3.0,10000,1715,5,divorced,k2,m2
4283,7953,2,35,6.0,0,0,2,married,k1,m1
4284,7954,1,39,3.0,25000,1929,4,never married,k2,m2
4285,7955,2,46,12.0,0,0,4,married,k2,m1
4287,7957,2,47,16.0,75000,1092,0,married,k1,m1
4288,7958,2,42,12.0,20000,2080,4,divorced,k2,m2
4289,7959,2,31,12.0,0,0,1,married,k1,m1
4290,7967,170,33,4.0,10000,2356,5,married,k2,m1
4291,7971,2,37,12.0,12000,2040,2,married,k1,m1
4292,7975,2,31,12.0,0,0,3,married,k2,m1
4293,7977,2,31,13.0,4000,1323,2,married,k1,m1
4294,7978,2,43,13.0,24000,1896,4,married,k2,m1
4295,7979,2,50,6.0,11301,1164,1,married,k1,m1
4296,7984,1,38,11.0,7000,2000,2,divorced,k1,m2
4297,7990,1,32,11.0,0,0,2,divorced,k1,m2
4298,7991,6,38,12.0,4800,1160,1,divorced,k1,m2
4299,7991,170,32,12.0,4800,1000,0,separated,k1,m2
4300,7992,2,32,12.0,16000,2209,4,married,k2,m1
4302,7994,2,38,7.0,16000,1673,3,married,k2,m1
4303,7996,2,37,12.0,0,0,4,married,k2,m1
4304,7997,2,41,12.0,12000,2040,2,married,k1,m1
4305,7998,2,38,6.0,0,0,2,married,k1,m1
4306,8008,2,49,13.0,5000,2550,3,married,k2,m1
4307,8011,3,36,8.0,0,0,4,divorced,k2,m2
4308,8012,2,33,13.0,0,0,1,married,k1,m1
4309,8022,2,34,13.0,16000,2040,2,married,k1,m1
4310,8024,1,44,13.0,40000,1960,3,divorced,k2,m2
4311,8028,2,41,6.0,9000,2115,3,married,k2,m1
4312,8035,2,40,12.0,6000,2080,2,married,k1,m1
4313,8036,1,40,10.0,0,0,2,never married,k1,m2
4314,8040,2,31,11.0,0,0,2,married,k1,m1
4315,8042,2,46,12.0,0,0,4,widowed,k2,m2
4316,8043,1,30,15.0,15000,2052,0,never married,k1,m2
4317,8043,2,35,16.0,23000,2295,0,never married,k1,m2
4318,8045,1,50,6.0,0,0,4,divorced,k2,m2
4319,8047,2,32,11.0,60,75,3,divorced,k2,m2
4320,8049,2,41,12.0,4700,747,2,married,k1,m1
4321,8050,2,35,10.0,1200,156,2,married,k1,m1
4322,8053,2,38,16.0,0,0,1,married,k1,m1
4323,8059,1,45,15.0,0,0,3,separated,k2,m2
4324,8062,2,40,9.0,0,0,3,married,k2,m1
4325,8064,3,37,16.0,0,0,1,divorced,k1,m2
4326,8065,1,49,4.0,0,0,3,divorced,k2,m2
4327,8069,172,43,12.0,0,0,0,never married,k1,m2
4329,8071,2,46,4.0,0,0,1,married,k1,m1
4330,8082,1,37,0.0,0,0,2,never married,k1,m2
4331,8084,2,30,13.0,30000,1827,2,married,k1,m1
4332,8090,2,42,9.0,7573,780,5,divorced,k2,m2
4333,8091,2,30,12.0,0,0,1,married,k1,m1
4334,8095,2,42,15.0,8000,2056,2,married,k1,m1
4335,8096,1,40,10.0,0,0,2,never married,k1,m2
4336,8099,2,44,9.0,11000,2000,1,divorced,k1,m2
4337,8100,2,30,12.0,4000,1056,3,married,k2,m1
4338,8104,2,44,6.0,0,0,4,married,k2,m1
4339,8106,2,30,12.0,12000,2024,2,married,k1,m1
4340,8107,2,39,12.0,6000,1365,3,married,k2,m1
4341,8108,2,43,12.0,0,0,1,married,k1,m1
4342,8111,1,38,6.0,13000,2500,3,separated,k2,m2
4343,8112,2,46,13.0,17500,1840,4,married,k2,m1
4344,8119,2,49,7.0,12000,1974,1,married,k1,m1
4345,8124,1,33,10.0,0,0,3,never married,k2,m2
4347,8129,2,45,12.0,21000,1850,4,married,k2,m1
4348,8132,2,32,12.0,23000,1976,3,separated,k2,m2
4349,8133,2,49,6.0,1553,160,4,married,k2,m1
4350,8134,2,34,13.0,20000,1876,2,separated,k1,m2
4351,8135,2,38,12.0,2500,1350,2,married,k1,m1
4352,8141,2,46,9.0,11000,2092,2,married,k1,m1
4353,8148,2,47,14.0,0,0,2,married,k1,m1
4354,8149,2,34,16.0,20500,2232,1,divorced,k1,m2
4355,8151,2,43,12.0,0,0,3,married,k2,m1
4356,8152,2,40,11.0,20000,1904,2,married,k1,m1
4357,8157,2,33,9.0,0,0,2,married,k1,m1
4358,8160,2,34,12.0,0,0,3,widowed,k2,m2
4359,8162,2,34,12.0,3500,332,2,married,k1,m1
4360,8166,3,31,10.0,33000,2080,1,divorced,k1,m2
4361,8168,2,33,14.0,26000,1976,2,married,k1,m1
4362,8171,2,50,16.0,28000,1300,1,married,k1,m1
4363,8173,2,42,12.0,0,0,6,never married,k2,m2
4364,8180,1,46,6.0,0,0,2,separated,k1,m2
4366,8187,1,30,13.0,7000,1149,6,never married,k2,m2
4367,8194,2,45,12.0,0,0,2,married,k1,m1
4368,8196,170,45,14.0,25837,1930,1,married,k1,m1
4370,8200,1,32,4.0,0,0,3,never married,k2,m2
4371,8204,1,34,12.0,4500,858,4,separated,k2,m2
4372,8207,1,32,8.0,0,0,3,never married,k2,m2
4373,8212,2,32,11.0,23000,2080,2,never married,k1,m2
4374,8215,1,34,8.0,0,0,2,separated,k1,m2
4375,8217,1,41,3.0,165,17,6,never married,k2,m2
4376,8219,2,44,12.0,0,0,2,married,k1,m1
4377,8222,2,39,16.0,1229,108,2,divorced,k1,m2
4378,8223,1,31,7.0,500,450,4,separated,k2,m2
4380,8230,3,32,10.0,0,0,0,never married,k1,m2
4381,8236,171,38,13.0,15000,800,0,divorced,k1,m2
4382,8239,174,41,12.0,40000,2000,4,married,k2,m1
4383,8242,2,43,15.0,32000,2000,5,married,k2,m1
4385,8245,2,48,12.0,0,0,4,married,k2,m1
4386,8247,2,45,4.0,0,0,5,married,k2,m1
4387,8248,2,36,6.0,12000,1040,4,married,k2,m1
4388,8249,2,31,0.0,0,0,3,married,k2,m1
4389,8253,2,42,6.0,5000,2084,3,married,k2,m1
4390,8254,2,39,12.0,2667,684,0,separated,k1,m2
4391,8255,1,40,10.0,0,0,4,never married,k2,m2
4392,8256,1,39,12.0,15600,2600,3,separated,k2,m2
4393,8257,1,50,10.0,0,0,5,never married,k2,m2
4394,8258,2,34,14.0,0,0,2,married,k1,m1
4395,8262,2,33,3.0,0,0,5,married,k2,m1
4396,8268,2,43,9.0,10000,2060,3,married,k2,m1
4397,8269,2,36,6.0,16417,2080,4,married,k2,m1
4398,8271,2,43,7.0,0,0,3,married,k2,m1
4400,8274,172,33,6.0,1125,1800,0,never married,k1,m2
4401,8275,1,39,5.0,0,0,3,divorced,k2,m2
4402,8280,2,33,13.0,0,0,2,married,k1,m1
4403,8281,2,43,14.0,6000,2015,3,married,k2,m1
4404,8286,2,35,12.0,9000,1854,3,married,k2,m1
4405,8289,2,39,3.0,0,0,4,married,k2,m1
4406,8291,2,44,8.0,2000,120,6,married,k2,m1
4407,8292,172,35,14.0,17000,1000,1,never married,k1,m2
4408,8293,2,40,14.0,0,0,2,married,k1,m1
4409,8296,170,31,12.0,22000,1788,0,married,k1,m1
4410,8297,2,43,13.0,16000,1960,3,married,k2,m1
4411,8299,1,40,16.0,29000,2040,1,divorced,k1,m2
4412,8301,2,45,8.0,0,0,3,married,k2,m1
4413,8305,2,33,12.0,16000,2000,1,married,k1,m1
4414,8310,2,45,6.0,9000,2080,2,married,k1,m1
4415,8311,2,36,3.0,8100,1387,4,married,k2,m1
4416,8313,2,33,16.0,41558,2002,1,divorced,k1,m2
4417,8313,172,34,13.0,17000,2080,1,married,k1,m1
4418,8314,2,36,14.0,7000,1960,1,married,k1,m1
4419,8322,2,33,6.0,0,0,4,never married,k2,m2
4420,8323,2,32,14.0,39000,2008,1,never married,k1,m2
4421,8324,2,38,12.0,15000,2080,1,married,k1,m1
4422,8325,1,48,15.0,1606,120,2,divorced,k1,m2
4423,8328,2,39,0.0,0,0,6,married,k2,m1
4424,8334,2,38,8.0,4736,600,2,separated,k1,m2
4425,8336,2,42,9.0,14000,1387,0,married,k1,m1
4426,8338,1,38,10.0,0,0,4,never married,k2,m2
4427,8340,5,34,12.0,10000,2000,2,married,k1,m1
4428,8342,1,34,10.0,0,0,3,separated,k2,m2
4429,8344,3,31,12.0,0,0,1,divorced,k1,m2
4431,8352,1,30,12.0,0,0,0,never married,k1,m2
4432,8352,3,38,8.0,11284,1820,0,never married,k1,m2
4433,8355,2,44,7.0,6000,2050,2,married,k1,m1
4434,8357,2,42,12.0,0,0,4,married,k2,m1
4435,8358,2,41,1.0,0,0,4,never married,k2,m2
4436,8360,1,49,9.0,0,0,6,divorced,k2,m2
4437,8360,2,49,8.0,0,0,0,never married,k1,m2
4438,8361,2,30,12.0,0,0,2,separated,k1,m2
4439,8365,2,40,8.0,14000,2040,1,married,k1,m1
4440,8370,1,42,12.0,17000,1835,2,divorced,k1,m2
4442,8378,2,38,8.0,3640,2080,4,never married,k2,m2
4443,8379,2,39,12.0,0,0,2,married,k1,m1
4444,8380,2,40,8.0,3157,400,2,separated,k1,m2
4445,8381,2,49,3.0,0,0,5,married,k2,m1
4446,8387,2,35,12.0,12000,1907,3,married,k2,m1
4447,8392,173,33,14.0,0,0,2,married,k1,m1
4448,8395,1,44,12.0,0,0,2,divorced,k1,m2
4449,8397,1,37,14.0,49000,1718,0,divorced,k1,m2
4450,8399,2,48,8.0,12000,2480,3,married,k2,m1
4451,8408,2,31,12.0,4320,2000,1,never married,k1,m2
4452,8413,2,49,12.0,0,0,2,married,k1,m1
4453,8414,2,44,12.0,0,0,1,widowed,k1,m2
4454,8417,1,42,16.0,0,0,2,never married,k1,m2
4455,8425,2,35,12.0,11000,1480,3,married,k2,m1
4456,8426,2,36,16.0,0,0,1,married,k1,m1
4458,8429,175,41,4.0,0,0,2,never married,k1,m2
4459,8429,179,30,6.0,0,0,1,married,k1,m1
4460,8430,1,32,9.0,0,0,1,never married,k1,m2
4461,8431,2,39,1.0,4000,359,4,married,k2,m1
4462,8433,1,33,9.0,32559,4049,4,divorced,k2,m2
4463,8435,2,44,4.0,0,0,5,married,k2,m1
4464,8438,2,39,12.0,12000,1785,3,married,k2,m1
4465,8439,1,31,13.0,22000,1824,0,married,k1,m1
4467,8443,176,30,11.0,2860,154,3,married,k2,m1
4469,8446,2,36,13.0,3000,827,5,married,k2,m1
4470,8446,173,35,13.0,0,0,4,married,k2,m1
4471,8448,1,43,12.0,0,0,4,separated,k2,m2
4472,8449,2,34,12.0,16500,2000,2,married,k1,m1
4473,8449,177,34,12.0,1500,251,4,married,k2,m1
4474,8456,170,34,10.0,0,0,0,married,k1,m1
4475,8458,1,44,11.0,34000,1827,0,never married,k1,m2
4476,8459,2,49,6.0,0,0,0,married,k1,m1
4477,8462,2,33,13.0,18500,1782,2,married,k1,m1
4478,8463,2,49,14.0,0,0,2,married,k1,m1
4479,8467,2,46,12.0,15788,1470,4,married,k2,m1
4480,8469,2,34,7.0,0,0,3,married,k2,m1
4481,8470,2,35,12.0,0,0,1,married,k1,m1
4482,8471,2,37,14.0,4000,104,4,married,k2,m1
4483,8474,2,44,3.0,0,0,7,married,k2,m1
4484,8477,2,42,9.0,8840,1917,3,married,k2,m1
4485,8480,2,39,17.0,6460,1196,2,married,k1,m1
4486,8481,2,41,12.0,23000,1960,2,married,k1,m1
4487,8484,2,44,6.0,13000,1999,6,married,k2,m1
4488,8486,2,31,8.0,0,0,3,married,k2,m1
4489,8488,2,32,16.0,19000,1906,3,married,k2,m1
4490,8489,2,37,13.0,0,0,2,married,k1,m1
4491,8494,1,47,12.0,25000,2000,3,separated,k2,m2
4492,8496,2,36,7.0,16000,1960,2,married,k1,m1
4493,8497,2,41,10.0,15700,2060,2,married,k1,m1
4494,8499,2,46,12.0,0,0,4,married,k2,m1
4495,8504,2,33,4.0,14000,1984,0,married,k1,m1
4496,8505,2,39,3.0,9000,2080,5,married,k2,m1
4497,8506,1,44,15.0,30000,1733,0,never married,k1,m2
4498,8507,2,31,13.0,12000,2040,2,divorced,k1,m2
4499,8508,2,36,15.0,900,64,2,never married,k1,m2
4500,8511,2,30,12.0,19500,2040,4,married,k2,m1
4501,8512,2,40,9.0,16000,1716,3,divorced,k2,m2
4503,8517,1,32,9.0,0,0,1,never married,k1,m2
4506,8522,171,31,9.0,4800,1040,2,married,k1,m1
4507,8523,2,36,6.0,19172,2429,3,married,k2,m1
4508,8525,2,36,6.0,0,0,5,married,k2,m1
4509,8526,2,38,3.0,0,0,4,married,k2,m1
4511,8533,2,34,6.0,0,0,3,married,k2,m1
4512,8534,2,31,12.0,0,0,3,married,k2,m1
4513,8535,2,46,6.0,15000,2250,3,married,k2,m1
4514,8536,2,49,9.0,10000,693,3,married,k2,m1
4515,8537,7,38,5.0,0,0,1,married,k1,m1
4517,8539,2,45,12.0,10000,2193,1,married,k1,m1
4519,8544,3,37,12.0,30000,2080,1,never married,k1,m2
4521,8559,2,35,12.0,12000,2000,4,married,k2,m1
4522,8570,2,47,5.0,0,0,2,married,k1,m1
4523,8572,2,34,12.0,14000,1896,3,married,k2,m1
4525,8583,2,40,12.0,0,0,2,married,k1,m1
4526,8587,2,48,3.0,0,0,3,married,k2,m1
4527,8589,2,34,11.0,1000,720,6,married,k2,m1
4529,8595,2,33,12.0,0,0,1,separated,k1,m2
4530,8596,2,47,3.0,0,0,3,married,k2,m1
4531,8597,2,38,12.0,19000,2084,4,married,k2,m1
4532,8601,2,48,6.0,0,0,9,married,k2,m1
4533,8609,2,43,6.0,0,0,3,married,k2,m1
4534,8612,2,40,12.0,22100,1944,2,married,k1,m1
4535,8613,2,41,12.0,0,0,0,never married,k1,m2
4536,8615,2,32,6.0,0,0,3,married,k2,m1
4537,8617,2,43,12.0,0,0,3,married,k2,m1
4538,8618,2,36,8.0,20000,1763,3,married,k2,m1
4540,8621,2,46,11.0,7800,2000,2,married,k1,m1
4541,8623,2,31,14.0,0,0,1,married,k1,m1
4542,8624,2,39,11.0,0,0,3,married,k2,m1
4543,8625,2,30,11.0,0,0,3,married,k2,m1
4544,8626,2,37,5.0,9360,1300,3,married,k2,m1
4547,8631,2,42,12.0,0,0,0,never married,k1,m2
4548,8632,5,37,12.0,16801,2080,2,never married,k1,m2
4549,8633,2,34,12.0,12000,2080,2,married,k1,m1
4550,8634,1,44,12.0,2000,1120,6,separated,k2,m2
4552,8638,4,30,14.0,0,0,4,married,k2,m1
4553,8647,2,45,6.0,0,0,4,married,k2,m1
4554,8649,1,37,16.0,41000,2960,2,divorced,k1,m2
4556,8656,2,38,3.0,12000,2000,4,married,k2,m1
4557,8657,2,41,13.0,8100,1200,2,married,k1,m1
4558,8659,2,36,13.0,6333,867,2,married,k1,m1
4560,8660,1,30,12.0,2500,472,4,separated,k2,m2
4562,8663,170,40,11.0,0,0,0,never married,k1,m2
4563,8664,2,34,12.0,0,0,3,married,k2,m1
4564,8665,2,37,12.0,16000,2040,3,married,k2,m1
4565,8667,1,46,12.0,14000,1360,3,divorced,k2,m2
4566,8669,1,44,11.0,14300,2080,5,separated,k2,m2
4567,8672,2,36,4.0,5200,1920,2,married,k1,m1
4568,8674,1,38,12.0,16000,2355,2,divorced,k1,m2
4569,8676,2,37,12.0,20000,2080,3,married,k2,m1
4570,8679,2,35,10.0,1000,1747,4,never married,k2,m2
4571,8684,2,39,17.0,37000,984,2,married,k1,m1
4572,8692,2,36,3.0,0,0,3,married,k2,m1
4573,8693,2,35,13.0,9000,2257,2,married,k1,m1
4574,8694,170,45,12.0,13000,2080,2,married,k1,m1
4575,8696,1,36,7.0,18000,2058,3,divorced,k2,m2
4576,8701,2,37,6.0,12600,2040,3,married,k2,m1
4577,8702,2,41,14.0,15000,2040,3,married,k2,m1
4578,8706,2,49,12.0,0,0,1,married,k1,m1
4579,8708,2,43,9.0,0,0,2,married,k1,m1
4580,8710,2,32,4.0,0,0,6,married,k2,m1
4581,8713,2,35,5.0,8190,1920,1,married,k1,m1
4582,8714,2,47,13.0,26988,2016,1,married,k1,m1
4583,8716,1,49,12.0,17000,1856,5,divorced,k2,m2
4584,8716,177,41,12.0,13000,2080,3,married,k2,m1
4585,8717,2,33,9.0,0,0,4,never married,k2,m2
4586,8719,1,43,8.0,0,0,4,separated,k2,m2
4587,8722,1,32,9.0,0,0,3,separated,k2,m2
4588,8725,2,33,11.0,0,0,3,married,k2,m1
4589,8726,1,45,11.0,15000,2080,2,divorced,k1,m2
4590,8728,2,30,12.0,0,0,3,married,k2,m1
4591,8733,2,45,12.0,37000,2026,3,married,k2,m1
4592,8736,2,43,8.0,0,0,4,married,k2,m1
4593,8741,2,38,12.0,4000,1286,4,married,k2,m1
4595,8745,2,50,13.0,21000,1800,1,married,k1,m1
4596,8750,4,31,13.0,0,0,0,never married,k1,m2
4597,8755,3,35,2.0,0,0,0,never married,k1,m2
4598,8755,171,34,9.0,100,17,4,married,k2,m1
4599,8757,1,35,1.0,0,0,4,separated,k2,m2
